"","text","subject_label","subject_predicted","structure_label","structure_predicted"
"7364","No need to show the same data in a table and in a figure. An easier way to do this would be to just have a separate graph for each dependent variable, and 2 columns per graph.",3,3,4,4
"7365","Figure 1:",2,3,2,2
"7366","This is a pretty good start to your introduction, but it doesn’t tell me anything about what previous studies looking at salinity in particular have found. Look for that research and integrate it into your intro to contextualize your experiment and hypothesis.",4,4,5,5
"7367","You should mention this after you describe the observed result",3,3,4,4
"7368","When all are diminished? You need to explain exactly what energy allocation entails, and what causes it to change.",3,4,4,4
"7369","Standard deviation?",3,3,2,2
"7370","It would be helpful to have a short description of plant resource allocation before you jump right into talking about root:shoot ratios.",2,4,4,5
"7371","Include a sentence about why you think this happened.",4,2,2,2
"7372","Your intro jumps back and forth between murky water, then aggressive behaviors, then back to murky water again. Rearrange it so that it flows more logically into your hypothesis.",2,4,4,5
"7373","Be more precise here and explain the mechanism– the plants vary their own resource allocation in response to these factors.",2,4,4,4
"7374","Did you compare the mean distances?",3,3,4,2
"7375","Good caption, but you should not show raw data. Just show average aggression score",3,3,4,4
"7376","Biology Department might be better",2,2,2,2
"7377","Units of y-axis",3,3,4,2
"7378","Check in the annotation exercise how to report the statistics outcome in the results.",3,3,3,3
"7379","Clarify that it is suspended from a force transducer",3,3,4,2
"7380","Can you emphasize that this is the hypothesis of the present study?",4,2,3,4
"7381","Why? What changes in metabolism or photosynthesis happen with limited light spectrum?",4,4,5,5
"7382","This belongs in the methods section",2,2,4,4
"7383","I know it seems silly, but you should specifically say that the difference was not significant.",3,3,2,4
"7384","Is this chance in duration or average duration of control?",3,3,4,4
"7385","This reads rushed. Please put more thought into this.",2,2,3,3
"7386","So…this isn’t a bad title at all, but you do want something that’s going to make people want to read your paper, and inconclusive isn’t enticing.",2,2,4,3
"7387","Again, more information needs to go here. This would be almost acceptable for a lab notebook entry, but not for a lab report.",2,2,4,3
"7388","This caption for Figure 3 needs the title of the figure, description of what it shows (if not in the title) and explanation of what the error bars represent. Figure 2 also needs a title if you include it.",3,3,4,4
"7389","Do not assume that you did it wrong! Why do you think that there were errors? Only include errors if you are sure that there were errors and they were affecting the results.",4,4,3,3
"7390","Would be good to show a separate graph for each of the dependent variables, then not show this table. See me if you need help with the graphs and stats",3,3,4,4
"7391","Wrong citation format (see the resource guide)",3,3,3,3
"7392","This needs citation",3,3,4,2
"7393","You still didn’t state whether or not your hypothesis was supported. :( I mentioned this on Sakai!",1,4,4,4
"7394","You should clearly say that the error bars represent +/- 1 standard deviation. Your graph also needs an x-axis, and the labels of “average” in the upper left and right don’t actually tell us anything useful.",3,3,4,4
"7395","Does this necessarily change resource allocation though?",4,4,4,4
"7396","Restructure your introduction so it flows better. Start by broadly talking about resource allocation, then effects of salinity (you have good background sources here!) and then your specific hypothesis. What you have right now lacks a logical flow.",2,4,4,5
"7397","This is redundant",2,2,2,2
"7398","Need to summarize these data with just 3 bars, instead of bars for every single female.",3,3,4,4
"7399","Missing citations",3,3,3,3
"7400","Which conditions? Partial spectrum? Availability?",3,4,4,4
"7401","You have included wrong text!",2,3,2,2
"7402","Do not use a table just for the statistical output",3,3,2,2
"7403","Need to state which statistical test you did",3,3,4,2
"7404","interpret ???",4,3,1,2
"7405","This figure title is not very descriptive. Also, there are no labels on your x-axis at all and the colored blocks in the legend are not labeled, meaning they are not actually useful.",3,3,4,4
"7406","The metamorphosis is more related to the transition from the larval phase to an adult phase through the pupa stage.",3,4,4,5
"7407","t-value? We only care about the p-value (which cannot be above 1)",3,3,4,2
"7408","You don’t need to completely restate your results in the discussion. Focus on explaining the results in the context of the costs and benefits of aggression",2,4,4,5
"7409","You can use et al after the first author last name because that article has more than 2 authors",3,3,2,2
"7410","This could go in the results",2,3,4,2
"7411","You should not mention the null hypothesis in a lab report",3,2,3,2
"7412","In-text citations should be according to resource guide/as shown in the resource guide quiz.",3,3,3,3
"7413","This is a scientific paper. Check the BioCore Guide (page 48-49) for the citations formatting.",3,3,3,3
"7414","Do not quote previous studies.",2,2,3,3
"7415","Make sure your discussion progresses logically, you may need to reorganize this. Also work on redundancy, try to be concise in your explanations and guesses",2,2,3,3
"7416","It would be better if you stated the hypothesis first, mention the main results and then conclude that the hypothesis was rejected",2,2,4,4
"7417","Try this next time: the mean weigh ratio for the shade treatment was 0.57 ± 0.024, and for the sunlight was….",3,3,2,4
"7418","Unnecessary in the figure legend",3,3,2,2
"7419","This table is unnecessary",3,3,2,2
"7420","Citation?",3,3,4,2
"7421","You should cite the lab manual for this because you got that information from there.",3,3,4,3
"7422","Where are these figures referred to in the text?",3,3,2,2
"7423","hypothesize",2,2,2,2
"7424","[Hogan : 1980] Only first author last name and year are included in in-text citations.",3,3,2,2
"7425","Citation format",3,3,2,2
"7426","The data did not suggest that unless you saw them begin to pupate",3,3,4,4
"7427","You can put your p-value in parentheses here)",3,3,2,2
"7428","You are missing too many important details. That is not an explanation of the experiment. The idea of this section is that someone could repeat the experiment based on this information. Do you think that is possible just reading your methods? Missing: specimen preparation, experimental procedure specifying the stimuli and data acquisition, measured variables, statistical analysis",3,3,4,4
"7429","Why do we care about this research?",4,2,3,3
"7430","You say the experiment is important for understanding links between behavior and fitness, yet the example you give here doesn’t say anything about fitness. Can you be more specific? Are you saying that bettas in murky water might be more fit than their clear water counterparts? Or that the decreased aggression might lead to higher fitness? Please expand.",4,4,4,5
"7431","Include the tukey sig difference in parenthesis at the end of previous statement and get rid of this statement.",3,2,2,2
"7432","What was the concentration?",3,3,2,2
"7433","You graph needs to have 2 columns, showing the average of the pot averages. Also needs to have error bars. See me for help with making graphs.",3,3,4,4
"7434","As you’re more interested in the total difference in mass rather than the change for each day, you could use a bar graph showing the difference between final/initial mass (Your current graph works too but, you will want to quantify the difference in growth in some way).",3,3,4,4
"7435","Rule of thumb is to spell out numbers that are less than 10 (or any number that starts a sentence unless it’s a volume)",2,3,3,2
"7436","Indicate that you used this formula to convert your raw data (which is your absorbance data)",3,3,4,2
"7437","As the graph above and below already displays this data and we aren’t as interested in the exact values as we are in the overall differences, I would exclude this chart.",3,3,4,4
"7438","We can work on why this graph looks a little strange but you have everything in it you need.",3,3,3,4
"7439","Give some indication of the results here. Does/does not affect",2,2,4,4
"7440","This needs to be in your introduction section",2,2,4,3
"7441","In future, you’ll also want y-axis labels (units). I didn’t mention this last time, so I’m not penalizing you for missing it here.",3,3,3,4
"7442","All of this should be saved for the discussion.  It talks to much about why you did things rather than the cold results.",3,2,4,4
"7443","In addition, a table for statistical tests isn’t needed. You only need to say which test you used in the methods and your p-value in your results/discussion.",3,3,4,4
"7444","Avoid using a whole sentence to only report the p-value. Statistic outcomes could be reported with the direct observation.",3,3,3,2
"7445","Growth of what? Roots? Shoots?",2,4,2,2
"7446","you actually centrifuged them to isolate the chloroplasts in your current procedure. You should have indicated how you would improve the current procedure to design an effective method",3,4,4,4
"7447","What temperature does he recommend? Is it around room temperature? If so this doesn’t really apply",3,3,4,4
"7448","You also don’t need to include your statistics in a table here because you already stated them in your results",3,3,4,2
"7449","You state a different hypothesis in your introduction. Make sure you’re consistent!",4,2,4,4
"7450","You can bring this up at the end of each paragraph and talk about the respective t-test results.",3,2,4,4
"7451","I’m getting a little lost, try to condense these observations a little bit",3,2,4,3
"7452","Title needs some work, make it concise",2,2,3,3
"7453","Including the exact value isn’t as important.",3,3,4,4
"7454","How much did you use?",3,3,2,2
"7455","revise",2,2,3,2
"7456","Also, be sure to reiterate your statistical results in your caption for Figure 1.",3,3,2,2
"7457","Where is your hypothesis!?",1,2,4,2
"7458","If this is a previous observation, it needs a citation.",3,3,4,2
"7459","not necessary (Labeling tubes)",3,3,2,2
"7460","I did not mention this in class, but you shouldn’t have long quotes like this in your report. Summarize their findings in your own words",2,2,3,3
"7461","If you took out the table, remember to delete the caption as well!",3,3,2,2
"7462","Too many digits. Round this",3,3,2,2
"7463","Support with literature",4,3,3,3
"7464","No need to show the same data in the table and in figures. The figures should just have 2 columns for each dependent variable, with the averages of the pot averages. No need to show the different values of each pot, since that’s not what you did your stats on",3,3,4,4
"7465","Your discussion improved a little but you still didn’t really flesh out your primary literature and I wanted a little more biological significance/explanation",2,4,3,3
"7466","Don’t need to use quotations, just paraphrase the article",2,2,3,3
"7467","It’s unclear which color corresponds to which treatment. Need much more description in the figure captions",3,3,4,4
"7468","This is where Tukey-Kramer comes in.",3,2,4,2
"7469","Why? What’s the underlying mechanism?",4,2,4,3
"7470","You need to cite this!",3,3,2,2
"7471","The p-value is the probability that the given results are due to chance",3,3,4,2
"7472","I want more.  Connect that (more) biological background to why an alkaline pH specifically could disrupt photosynthesis, because I don’t think your hypothesis is quite supported yet. Otherwise, good intro!",4,4,4,5
"7473","Did you quantify this and do you have the data to back it up? If not, don’t present it as a fact. Present it as an observation.",3,3,4,4
"7474","Modify this one based on the previous",2,2,2,2
"7475","Be sure to refer to figures here ….e.g.  “blue was not greater than clear (Figure 1).”Make sure to report the results for both dependent variables. Give a separate p value for mass and for R:S",3,3,4,4
"7476","Paired T-test",3,3,2,2
"7477","Can you be more precise?",2,2,2,2
"7478","Which t-test did you use?",3,3,4,2
"7479","Why? You need to develop your hypothesis more thoroughly. What changes do colored dye bring about in fish perception?",4,4,5,4
"7480","individual",3,3,2,2
"7481","What was the basic diet?",3,3,4,3
"7482","This should definitely come earlier in the discussion before you talk about errors, as this is a great explanation for why your results occurred, so I would talk more about this. Also, end your discussion with a concluding sentence",2,4,2,4
"7483","Mention the molarity of test compound. Mention calculations and preparations related to 1x to 20x dilutions of test compound and prep steps for your treatment plates",3,3,4,4
"7484","It’s more about cost benefit. Plants have to prioritize collecting scarce resources so they can perform photosynthesis and other cell functions (think of limiting reactants in chemical rxns).",4,4,5,5
"7485","Start more broadly. What are the important underlying biological concepts?",2,2,5,3
"7486","informal",2,2,3,3
"7487","Either explain what the commitment pulse is, or say you used immature caterpillars",2,3,2,4
"7488","???",2,3,1,2
"7489","it’s a little difficult to read this with all the colors being so different. Is it possible to get all treatment groups to be one color and all controls to be another?",3,3,2,4
"7490","You could do this and show it as a result. Why didn’t you do it?",4,3,5,2
"7491","Report the results of your t-test properly, as noted in the resource guide",3,3,3,4
"7492","This is not the correct citation formatting for a book. Check the BioCore Guide",3,3,3,3
"7493","informal",2,2,3,3
"7494","Your length ratio was significant. So you should conclude that salt did affect length ratio",3,4,4,4
"7495","Twitch threshold",3,3,2,2
"7496","What statistical test(s) did you run on the data?",3,3,4,4
"7497","You won’t want your standard dev bar to extend into the negative so you can set that on the custom settings for next time",3,3,4,4
"7498","In what pathway?",3,3,4,2
"7499","In-text citation format",3,3,2,2
"7500","Not a word!",2,2,2,2
"7501","This is inference or reasoning and belongs in the discussion.",1,2,4,4
"7502","Outside sources missing (basic criteria)",1,1,3,3
"7503","Save this for the methods. It does not belong in the intro.",2,2,4,4
"7504","How? What were the comparisons",3,3,2,2
"7505","Rephrase this sentence to avoid questions",2,2,3,3
"7506","Reorder this so you talk about the study organism first, then about what the hormone you are studying does.",2,4,4,4
"7507","This, and a (Figure 1) are what I needed to see in the Results.",3,3,7,3
"7508","Citation!",3,3,2,2
"7509","Avoid word repetition. You can combine this sentence with the previous.",2,2,4,2
"7510","dont use quotations",2,2,3,3
"7511","For what condition? I wouldn’t list all of these; rather, what really matters in mean percent change +/- SD over the whole 30 minutes.",3,3,4,2
"7512","units",3,3,2,2
"7513","This figure is not informative. You should instead show a figure of the R:S length and weight ratios for your control and experimental plants.",3,3,4,4
"7514","10",3,3,2,2
"7515","This is not the methods section, so you don’t need too many details.",2,3,4,4
"7516","Avoid this “recipe-style” in 2nd person. Would be better to use 3rd person. “6 pots were filled with vermiculite…”",2,2,4,3
"7517","What was your hypothesis. Make it its own sentence (near the beginning of the abstract).",4,2,2,4
"7518","I would mention this earlier so the reader has a nice flow and understands why you expect potassium channel blocker would have an effect on muscle contraction as soon as you talk about blockers.",2,4,4,4
"7519","“Prepare PDA plates by strictly adhering to preparation protocol” would be a better way to put it",3,3,2,2
"7520","Integrate more journal articles (primary sources) instead of websites. Particularly the Smithsonian reference – there are many journal articles that provide the same information.",3,3,3,3
"7521","Avoid repeating phrases",2,2,3,2
"7522","To use this as an explanation, you should find if this applies to Rana pipiens. In addition, I would try to find another than using the same one for both the intro/discussion",4,3,4,4
"7523","Good figure, try to combine the bars into 4.  Leg 1 control and treatment and leg 2 cont and treatment, with error bars.",3,3,4,4
"7524","y-axis Contractile threshold (V)",3,3,4,2
"7525","Alpha?",3,3,2,2
"7526","What is this made of?",3,3,7,2
"7527","I think you are talking about twitch threshold? I would call it such throughout your paper so it makes more sense",3,4,4,4
"7528","The manual we use is not about Cell structure.",3,3,2,3
"7529","These tables tell me what the graph shows, so you don’t need to include them",3,3,4,4
"7530","refer to a specific figure or table that contains summarized numerical results to support that statement. Do not simply list data numbers",3,3,4,3
"7531","This is fine however, it would make more sense to have your legs paired up together rather than the control and treatment paired together. Leg1 C and T the leg2 C and T",3,3,4,4
"7532","Good point to end on. I would suggest expanding on this importance in your own words so that you don’t end on a citation (someone else’s thoughts).",2,2,4,3
"7533","Remember, an abstract follows the same format as your overall study. Is this the broadest concept?",2,2,4,3
"7534","Your figure caption also should be much more descriptive.",3,3,3,2
"7535","Refer to authors in in-text, mention last name and year in parenthesis. Check your citation rules.",3,3,2,2
"7536","Also, recall that you didn’t quantify the presence of chloroplasts in your samples. You could have done it using a hemocytometer.",3,4,4,5
"7537","Not a peer reviewed source",3,3,2,3
"7538","Support this statements with the mean and SD values",3,3,4,4
"7539","This table is essentially raw data and is not the best way to represent this. You should have at least one graph of some sort, and I would suggest using it to replace this table.",3,3,3,4
"7540","vague",2,2,1,2
"7541","I think you measured in Volts",3,3,2,2
"7542","What is this made of? (Methods clarification 2)",3,2,2,3
"7543","How many frogs were in each group? What were your statistical results?",3,3,2,2
"7544","All information that is not common knowledge needs to be cited.",3,3,3,3
"7545","P-value",3,3,2,2
"7546","Which ones? (Stats question in abstact)",2,3,7,3
"7547","Much better job introducing plant allocation, although you need to better introduce your specific experimental treatment in  order for your hypothesis to make sense",4,4,4,5
"7548","iWorx",3,3,2,2
"7549","Report results of your t-test as shown in the resource guide.Report means and standard deviations as mean ± sd. Two sig figs is enough.",3,3,2,2
"7550","needs citation",3,3,4,2
"7551","You need to use primary literature in the intro and discussion (one of the basic criteria). This is an automatic failing grade.",1,1,3,3
"7552","Your introduction needs more information on why Manduca are helpful to study hormone regulation in, and what JH normally does in their body.",2,2,4,4
"7553","This isn’t necessary as you can assume the readers will know how to use a balance.",3,2,2,4
"7554","Focus on the results obtained and explain the trends.",4,2,3,4
"7555","You should rename your legend to show “Lidocaine” and “Control” instead of “series 1” etc. as in the other two figures. Also, what are the units for amplitude (volts, I think) for all three figures?",3,3,4,4
"7556","Lab manual citation is [Johnson : 2018]",3,3,2,2
"7557","Refer to the figure number.",3,3,2,2
"7558","This graph is repeated",3,3,2,2
"7559","In plants at least…",2,3,2,2
"7560","Reconsider the y-axis",3,3,4,4
"7561","Instead of saying that, just describe the observation.",2,3,4,4
"7562","This should go in the results section",2,3,4,2
"7563","You also need to include a citation in your discussion.",1,3,3,3
"7564","This is not a figure legend. You need to explain the figure information here",3,3,3,4
"7565","Statistical test?",3,3,4,2
"7566","This is known the moment you say the p-value.  Use this sentence to sum up your discussion instead.",3,2,4,4
"7567","For your list of Literature Cited, use the one format. Do web links should be used for peer reviewed articles.Include the lab manual",3,3,3,3
"7568","Hypothesize?",2,2,2,2
"7569","Be precise. Do not base your exlanations in feelings",2,3,5,2
"7570","I think this is your hypothesis. In that case, you cannot cite the hypothesis because that is the biological question of the present work, is not an observation from a previous study",4,4,2,3
"7571","What is the connection between development and weight gain, if there is one?",4,4,4,4
"7572","Which one?",3,3,7,2
"7573","Citation format",3,3,2,2
"7574","Try looking for the active ingredient in Precor. It uses a JH analogue rather than JH itself.",3,3,3,2
"7575","And that.",2,3,2,2
"7576","Talk more about what this study did and found",4,4,4,4
"7577","How is this related to your experiment? Does it explain your results? You need to explain how you can interpret your results based on their previous findings.",4,4,3,3
"7578","JH is present up until the pupa stage, so this isn’t necessarily true",3,4,4,4
"7579","I would mention the chemical name as well",3,3,2,2
"7580","This is summed up well with your bar graph, so you don’t need to include this",3,3,2,4
"7581","Where is your hypothesis? (Basic Criteria)",1,3,4,3
"7582","How? Especially since you had contamination, you need to describe how you sterilized things.",3,3,4,4
"7583","So you should’ve injected 0.1 ml of 1mM tubocurarine",3,3,2,2
"7584","What are the values between parenthesis the SD for of the variables for the control and experimental groups or both variables for one group? That is not clear just reading the text. Nonetheless, I would report the mean and SD together and then interpret those results",3,3,2,4
"7585","Combine this figures and create just figure caption",3,3,4,2
"7586","Not sure this is the best verb. ‘Stimulated’ perhaps?",2,2,2,2
"7587","So did you not run a statistical test? You should’ve done a two sample t-test to determine if the difference in weights between your two groups was significant",3,3,4,4
"7588","While the absorbance values are inversely proportional to photosynthesis activity, percent change is directly proportional. Throughout the discussion either pick absorbance value or percent change and refer to p-value.",3,3,4,4
"7589","This abstract needs a little bit more in it. Think two sentences for intro, your hypothesis, one sentence for methods, two for results, and a short conclusion",2,2,3,3
"7590","Need to explain what the behaviors are",3,2,2,4
"7591","You could actually include dilution calc info, 1x1cm square info, how 2% water agar medium was prepared—all these in your reagent table.",3,3,4,2
"7592","You need a little more info on what ecdysterone specifically does, and how it related to weight of the caterpillars",2,4,4,4
"7593","I don’t think you uploaded this figure?",3,3,2,2
"7594","So this is the t-stat, it is more important to have a p-value in here",3,3,2,2
"7595","In what?Above you use ‘photosynthetic rates’  and below photosynthetic activity I would pick a term",2,3,2,4
"7596","Report the SD with the mean value",3,3,2,2
"7597","You can embed this into your experimental layout earlier in the methods—might flow better.",2,2,4,4
"7598","No need to list materials. You can just mention them as you use them in the procedure.",3,3,3,2
"7599","Did you measure weight?",3,3,4,4
"7600","I still think you should do a Tukey-Kramer.  Because actually? The error bar looks significant to me, so…",3,3,4,4
"7601","I still don’t see that biological reasoning for pH affecting the light-dep. Reactions of photosynthesis.",4,4,4,4
"7602","Typo?",2,2,1,2
"7603","Ok, the way you have this organized is pretty confusing, because you’re going back and forth between two values for four legs. Talk about the threshold for all four legs first, then talk about contraction amplitude",3,3,4,4
"7604","Did you average distance migrated or calculate a rate and average that? Put that here!",3,3,4,4
"7605","But you predicted a decrease in the threshold.",3,3,4,2
"7606","This was not possible because the Achilles tendon was tied. Be careful with the cause-effect relations that you do.",2,2,4,3
"7607","I would recommend a two-tailed t test (or a two-sample t-test)",3,3,2,2
"7608","Its hard to compare the effect of treatment when each figure is a separate treatment. You should combine broadside and facing into a total aggressive score and then compare the mean and standard deviations of the total behavior by treatment. Your error bars are also formatted incorrectly in the second figure. Come see me if you need help with excel.",3,3,4,4
"7609","Why do you think your results may have been different from what you had expected and what would you recommend changing in future experiments?",4,4,3,3
"7610","there is not a multiple variable t-test",3,3,4,2
"7611","Don’t put quotes in your lab report",2,2,3,3
"7612","Your hypothesis is either totally supported or not, each leg does not support or rejected your hypothesis",3,3,4,4
"7613","But you weren’t trying to test for pupation?",3,3,4,4
"7614","This sounds backwards?",2,2,3,2
"7615","A brief (1-2 sentences) explanation for why the model organism was good to use in your experiment.",3,4,4,4
"7616","You should not have raw data in your lab report",3,3,3,3
"7617","Dont have this as its own sentence but rather as if its an in-text citation at the end of the last sentence in the figure caption.",2,3,2,2
"7618","Reference your figures in here to better explain what is going on.",3,3,3,3
"7619","Avoid repeating words",2,2,3,2
"7620","Need a little bit more background info about why this may be the case",2,2,3,4
"7621","Try to be a little more specific",2,2,3,3
"7622","You need a little bit more on why you think you would get that result, what effect does JH have on weight, what is the correlation there? Explain that throughout the introduction",2,4,4,5
"7623","They did still contract though, so what exactly is going on?",4,3,4,4
"7624","This is a good graph.  Could increase the size of the legend some for ease in reading.",3,3,2,4
"7625","citation",3,3,2,2
"7626","as",2,3,2,2
"7627","pupa",3,3,2,2
"7628","The overall average weight gain/loss with the standard deviation would be a bit more useful than just the standard deviation",3,3,4,4
"7629","Anything general enough to be used in the abstract doesn’t typically need citation.",2,2,3,3
"7630","Also, maybe it did grow toward food at the beginning but changed direction later.. the traces could actually be revealed against a light source..",3,4,4,5
"7631","I think this was a typo. It’s “50 mL centrifuge tubes”",3,3,2,2
"7632","Combine these with the previous results",3,3,4,2
"7633","Do not interpret data in the methods",1,3,4,3
"7634","Is this part of the figure? The statistical comparison is not visualized in the figure",3,3,2,2
"7635","Revise",2,2,3,2
"7636","In your intro you need to talk more about the biological things that happen what would be affected by caffeine",4,4,4,4
"7637","Section too short. Analysis should be done regardless on experimental errors. Mistakes in data collection or monitoring had resulted in cool unintended discoveries.",4,2,4,3
"7638","Colloquial language",2,2,3,3
"7639","Error bars represent?",3,3,4,2
"7640","Refer people to your figures in the results section.",3,3,3,3
"7641","Then why you have Figure 1?",3,3,7,2
"7642","You have 200 words for an abstract, use them. Look through primary literature and the core resource guide for information to add into an abstract",2,2,3,3
"7643","You don’t need to justify what stat test you are doing",3,3,2,2
"7644","What did you mean by similar? Remember that the proportions of these hormones are different along the animal’s life cycle",3,2,4,4
"7645","Citation formatting",3,3,2,2
"7646","You shouldn’t reference another experiment if you are talking about your own here",4,3,4,2
"7647","Another potential reason could be error in isolating the chloroplasts from the leaves. Recall that you didn’t actually record the relative density of chloroplast this time. Going through that step to ensure your sample actually had a high density of chloroplast would be an effective way to ensuring that you had chloroplast in your treatment to begin with.",3,4,4,5
"7648","You just need to write a lot more than you did. Refer to the Biocore Resource Guide to see what is expected of each section and/or come talk to me about how you can improve.",2,1,3,3
"7649","If none of them died you don’t need to state that",3,3,2,2
"7650","Citation formatting",3,3,2,2
"7651","This is not needed",2,3,2,2
"7652","Stats?!",3,3,2,2
"7653","did you use averages from each pot?",3,3,4,2
"7654","Technically this is primary literature but you need to talk about what they did and what this study found and how it relates to your paper",3,4,4,3
"7655","Make sure I can see the negative end of the standard error bars",3,3,2,2
"7656","This figure is not necessary. Just include figures with your results.",3,3,2,2
"7657","This discussion is a little hard to follow, you need to connect these studies back to your own and explain why you think you did not see the expected result (in terms of biological and chemical reasons)",4,4,3,5
"7658","Find a different way to phrase this so it is more concise",2,2,3,3
"7659","Look out for plagiarism both in your intro and in your methods. Find other resources and/or make them into your own words to avoid this happening again. Breathe! We’ll fix this.",3,2,4,3
"7660","and that happens all the time, that is science! You don’t need to mention this",3,2,7,2
"7661","You could include the p-values you stated at the top, here instead. Same for the statements about the avg. lengths.",3,3,4,4
"7662","Very detailed title! You could possibly make it a bit more concise…",2,2,3,2
"7663","Those channels move Na+ and K+",3,2,2,4
"7664","typo",2,2,1,2
"7665","Just say marginal",2,3,2,2
"7666","Could you check this again? Your table has a different p-value",3,3,2,2
"7667","Why are you interested in this?",3,3,4,2
"7668","This is not true. Do not assume that you did the experiment wrong. There could be biological explanations, alternative hypothesis, etc. You cannot attribute the results to experimental errors.",4,4,3,3
"7669","PTTH?",3,3,2,2
"7670","You need another source",3,3,3,2
"7671","You are missing important information in this sectionSome background informationBriefly describe the methodologyThe hypothesis should be included also",2,2,4,3
"7672","You already said this, no need to say it again. Just jump right into the interpretation part.",2,2,2,4
"7673","Also, I’d connect the dots—it might be easier to see a clear relationship here.",4,4,3,3
"7674","I would include the number of pulses as well as the width used as well (the duration of the stimulus)",3,3,2,2
"7675","Informal",2,2,3,3
"7676","State your p-value somewhere and results briefly if you have the word count to do so",2,2,3,2
"7677","Are you able to prove this?",4,2,5,2
"7678","In-text citation format [Johnson: 2016]",3,3,2,2
"7679","Avoid stating any stat value in the abstract. You can rather say that the significant statistical difference was confirmed by one-way ANOVA test.",2,3,4,4
"7680","And what was the control’s diet",3,3,4,2
"7681","This disagrees with the first sentence of your results (which is in the wrong section).",2,2,3,3
"7682","Need to include more in these figure captions. Need to include what the respective statistics values are as well as what the legend is in words.",3,3,4,2
"7683","Again, think of a better flaw",4,2,3,2
"7684","What statistical test was used? And your alpha value was not 0.005. Think about it and let me know if you still don’t know.",3,3,4,4
"7685","How does this relate to your study? You need to connect the dots for your reader",4,4,3,3
"7686","Why? What support do you have for this?",4,3,4,2
"7687","Perhaps a little too broad",2,2,3,3
"7688","Did you sterilize anything?",3,3,4,2
"7689","Good abstract. Can you add a (half) sentence explaining why you made the hypothesis you did? (Maybe replace your first sentence with something about how calcium in important for muscle contraction)",2,4,4,4
"7690","DO NOT DISCUSS THE HYPOTHESIS IN THE RESULTS!(We’ve repeatedly gone over this in class and I commented on it in your last lab report. Please come see me if you have questions.)",1,1,4,3
"7691","This is unclear and doesn’t match your methods.",3,2,4,4
"7692","Not necessary (only your main hypothesis is needed in the intro)… also, “biological statistical hypothesis” is not a thing",3,3,2,4
"7693","The goal is to “understand patterns/outcomes” not “prove”.",4,2,3,2
"7694","This sounds more like a prediction, but it’s phrased as a result. Revise please!",2,2,2,3
"7695","What evidence does this provide you for your own experiment, why is this study relevant. Make that clear because the connection seems confusing.",4,4,3,3
"7696","Right, so can you take this a little further? What does it say about the evolution of these fish, and artificial selection in particular? It’s important to make this connection.",4,4,5,5
"7697","Start more broadly",2,2,3,3
"7698","What information is required in the Abstract? BioCore Guide, page 41 You are missing information from some sections of your lab report",2,2,3,3
"7699","Where is this source referenced in the text?",3,3,2,2
"7700","These belong in methods",2,2,4,3
"7701","Write this section in past tense. Also use the actual symbols instead of writing out words like “degrees Celsius” or “microliters”",2,2,3,3
"7702","This table shows data that is better provided as a sentence in your results section.",3,3,4,4
"7703","For statistical tests, you only need to state which test was used (in the methods) and your p-value (Results/discussion)",3,3,2,4
"7704","This is interpretation, which goes in the discussion, not in the results.",1,2,4,4
"7705","No need to discuss sources of error unless you have evidence that it actually affected your results",4,4,3,3
"7706","Do you think a picture would be helpful to visualize this results?",3,4,4,4
"7707","This is unclear",2,2,3,2
"7708","You need to describe here the trends of your graph. It is not enough just to mention that the statistic was not significant. Remember, statistics is just a tool, not the most important thing in your results.",3,3,4,4
"7709","Make sure you include the alpha value (0.05)",3,3,2,2
"7710","Wait. I thought your hypothesis was glucose &gt; glycine?",4,4,4,4
"7711","Mention how you prepared 20x dilutions since you didn’t provide a reagent table as a supplement",3,3,4,4
"7712","A brief (1-2 sentences) explanation for why the model organism was good to use in your experiment.",3,4,4,4
"7713","You need to expand on this more. Why would increased weight and length be connected with increased JH?  It has to do with the commitment pulse but you need to say more about that.",4,4,5,4
"7714","Hypothesize would be a better term",2,2,2,2
"7715","Cut -off level for significance.",3,3,2,2
"7716","Are these averaged values?Where is the SD?",3,3,2,2
"7717","storage conditions?",3,3,2,2
"7718","No websites required for peer reviewed articles. Also See link below for necessary improvement",3,3,3,3
"7719","Don’t put the chemical concentration in your intro, just have it in the methods",3,2,4,2
"7720","You injected into the muscle, so this is not really true. You did stimulate the nerve though",3,3,4,4
"7721","This is too brief. You need basic background, hypothesis, methods, and results/discussion in your abstract.",2,2,3,3
"7722","Abstract need improvement. See link at the end for guidance.",2,2,7,3
"7723","Avoid starting sentences with “because”",2,2,3,3
"7724","It’s good that you’ve now included primary literature, but avoid so many direct quotations. Paraphrase what the author said",2,2,3,3
"7725","Does this author have a first initial? In the text you cite it as 2009, and here the year is 2010. Double check your work.",3,3,2,2
"7726","What is better behavior?In general, the writing quality of this introduction needs to be improved. Your sentence structure is poor in some places, and the language is informal (e.g., “This is the fish at max aggression”).What about the fact that the native habitat of betta fish is murky (what you call opaque) water? How do you think that plays into the biology of these aggressive interactions? Why is it interesting or important to test on these aquarium fish?",2,4,5,5
"7727","You can combine these two sentences into one by just cutting out what I’ve highlighted",2,2,2,4
"7728","Also, add a concluding sentence",2,2,2,2
"7729","Problem with error bars. They look the same in both treatments",3,3,4,4
"7730","Why?",4,3,3,2
"7731","What was the significance of your study and what happened",4,3,3,2
